项目URL,项目名称,采购人信息,项目金额
https://www.szggzy.com/jygg/details.html?contentId=2343976,深圳市公安局交通警察局辅警培训服务项目采购公告,名称：深圳市公安局交通警察局地址：福田区莲花支路,3
https://www.szggzy.com/jygg/details.html?contentId=2342632,福田区股份合作公司内控建设管理培训采购公告,名称：深圳市福田区财政局（集体资产管理局）地址：福田区福民路,246000
https://www.szggzy.com/jygg/details.html?contentId=2341809,2024年福田区学校管理者履职能力提升培训项目招标公告,名称：深圳市福田区教师发展中心地址：深圳市福田区联系人：陈老师联系电话：,3980000000.00
https://www.szggzy.com/jygg/details.html?contentId=2341818,福田区2025年新入职教师心理健康教育C证培训服务项目采购公告,名称：深圳市福田区教师发展中心地址：深圳市福田彩田路,448000.0
https://www.szggzy.com/jygg/details.html?contentId=2340996,光明区教育局购买学前英才“领雁工程”2024年培训服务采购公告,名称：深圳市光明区教育局地址：深圳市光明区公共服务平台,248730.00
https://www.szggzy.com/jygg/details.html?contentId=2340664,光明区教育局采购校外培训预付式资金监管宣传活动服务项目采购公告,名称：深圳市光明区教育局地址：深圳市光明区公共服务平台,59000.0
https://www.szggzy.com/jygg/details.html?contentId=2339695,综合行政执法办（行政执法组）开展2024年综合行政执法业务培训项目（实施购买前）,名称：深圳市光明区教育局地址：深圳市光明区公共服务平台,50000
https://www.szggzy.com/jygg/details.html?contentId=2338468,购买光明区公明街道公共服务办健身操、瑜伽、拉丁舞培训项目采购公告,名称：深圳市光明区教育局地址：深圳市光明区公共服务平台,40000.00
https://www.szggzy.com/jygg/details.html?contentId=2339695,综合行政执法办（行政执法组）开展2024年综合行政执法业务培训项目（实施购买前）,未识别,50000
https://www.szggzy.com/jygg/details.html?contentId=2338468,购买光明区公明街道公共服务办健身操、瑜伽、拉丁舞培训项目采购公告,未识别,40000.00
https://www.szggzy.com/jygg/details.html?contentId=2337355,航拍无人机设备及配套保险、培训采购项目采购公告,名称：城市安全发展科技研究院（深圳）地址：深圳市罗湖区清水河街道清水河社区清水河三路,57000.00
https://www.szggzy.com/jygg/details.html?contentId=2337274,2024年度职能部门能力提升培训服务项目招标公告,：名称：中国医学科学院阜外医院深圳医院联系人：赵工联系电话：,2020000000
https://www.szggzy.com/jygg/details.html?contentId=2334379,关于购买理论学习中心组培训服务的项目采购公告,名称：深圳市光明区玉塘街道办事处党政和人大办公室地址：深圳市光明区玉塘街道田寮社区警民路,1
https://www.szggzy.com/jygg/details.html?contentId=2334263,2024年福田区园岭教育集团教师专业素养提升培训项目招标公告,采购人：深圳市福田区园岭教育集团园岭小学地址：深圳市福田区园岭街道园岭新村二街,500000.00
https://www.szggzy.com/jygg/details.html?contentId=2332885,深圳市公安局盐田分局第十批辅警出人培训项目采购公告,采购人：深圳市福田区园岭教育集团园岭小学地址：深圳市福田区园岭街道园岭新村二街,900000
https://www.szggzy.com/jygg/details.html?contentId=2332873,营商办（经财组）2024年财政业务培训辅助服务采购公告（采购实施前）,采购人：深圳市福田区园岭教育集团园岭小学地址：深圳市福田区园岭街道园岭新村二街,106600.00
https://www.szggzy.com/jygg/details.html?contentId=2331990,深圳市公安局龙岗分局辅警培训场地租赁及配套服务项目采购公告,名称：深圳市公安局龙岗分局地址：深圳市龙岗区中心城德政路,3
https://www.szggzy.com/jygg/details.html?contentId=2331894,南方科技大学附属光明凤凰学校学生象棋培训服务采购公告,名称：深圳市公安局龙岗分局地址：深圳市龙岗区中心城德政路,33600
https://www.szggzy.com/jygg/details.html?contentId=2330335,2024年光明区“扫黄打非”系统业务骨干培训工作采购公告,名称：中共深圳市光明区委宣传部地址：深圳市光明区光明街道广场路,43950.00
https://www.szggzy.com/jygg/details.html?contentId=2329291,关于开展人大代表履职能力提升培训活动采购公告,名称：中共深圳市光明区委宣传部地址：深圳市光明区光明街道广场路,1
https://www.szggzy.com/jygg/details.html?contentId=2328130,深圳市盐田区港式社区医疗培训服务招标公告(重新采购第1次),名称：深圳市盐田区人民医院地址：深圳市盐田区沙头角梧桐路,1000000.00
https://www.szggzy.com/jygg/details.html?contentId=2326270,深圳市中医老年病质量控制中心培训会会务服务项目采购公告,名称：深圳市盐田区人民医院地址：深圳市盐田区沙头角梧桐路,70000.00
https://www.szggzy.com/jygg/details.html?contentId=2324226,关于政府开展光明街道2024年文明城市建设业务专题培训的公告 (实施购买前),名称：深圳市盐田区人民医院地址：深圳市盐田区沙头角梧桐路,88860
https://www.szggzy.com/jygg/details.html?contentId=2324072,光明区公明街道公共服务办广场健身操、拉丁舞、拉丁舞培训的项目采购公告,名称：深圳市盐田区人民医院地址：深圳市盐田区沙头角梧桐路,40000.00
https://www.szggzy.com/jygg/details.html?contentId=2321765,深圳市宝安区红十字会社会急救培训模型采购项目采购公告,名称：深圳市盐田区人民医院地址：深圳市盐田区沙头角梧桐路,1400000
https://www.szggzy.com/jygg/details.html?contentId=2315286,深圳市盐田区港式社区医疗培训服务招标公告,名称：深圳市盐田区人民医院地址：深圳市盐田区沙头角梧桐路,1000000.00
https://www.szggzy.com/jygg/details.html?contentId=2315085,AW139型直升机型别改装培训（特警支队）采购项目招标公告,名称：深圳市公安局（本级）地址：深圳市罗湖区解放路,200000000000
https://www.szggzy.com/jygg/details.html?contentId=2313912,深圳市深汕特别合作区2024年劳动法律法规培训服务项目,名称：深圳市深汕特别合作区统战和社会建设局地址：深圳市深汕特别合作区管委会仁和楼,156200.00
https://www.szggzy.com/jygg/details.html?contentId=2311999,特斯拉培训中心项目（重新招标）采购公告,采购人：深圳技师学院地址：广东省深圳市龙岗区五联社区将军帽路,100064000000
https://www.szggzy.com/jygg/details.html?contentId=2311987,福田区森林防灭火综合能力提升培训采购公告,名称：深圳市福田区应急管理局地址：深圳市福田区福民路福田区委区政府,400000.00
https://www.szggzy.com/jygg/details.html?contentId=2309006,深圳市宝安区红十字会社会急救培训模型采购项目采购公告,名称：深圳市福田区应急管理局地址：深圳市福田区福民路福田区委区政府,1400000
https://www.szggzy.com/jygg/details.html?contentId=2308984,2024年深圳市专科医师规范化培训项目招标公告,名称：深圳市卫生健康委员会地址：深圳市福田区新城大厦东座联系人：仇女士联系方式：,5379200.00
https://www.szggzy.com/jygg/details.html?contentId=2307906,深圳市职业学校教师素质提高培训项目采购公告(重新采购第1次),名称：深圳市教育局地址：深圳市教育局联系方式：,3
https://www.szggzy.com/jygg/details.html?contentId=2307171,大鹏新区2024年驻深部队官兵职业技能培训项目采购需求公告,名称：深圳市教育局地址：深圳市教育局联系方式：,295930.000
https://www.szggzy.com/jygg/details.html?contentId=2306020,深圳市宝安区天骄小学管弦乐团培训服务项目采购公告,名称：深圳市教育局地址：深圳市教育局联系方式：,190000
https://www.szggzy.com/jygg/details.html?contentId=2305845,2024年宝安区社区健康服务机构急诊急救原位模拟培训项目招标公告,名称：深圳市宝安区公共卫生服务中心地址：深圳市宝安区西乡街道前进二路,100060000000
https://www.szggzy.com/jygg/details.html?contentId=2305769,2024年罗湖区优化城市空间格局与城区品质提升专题培训班服务项目采购公告,名称：深圳市宝安区公共卫生服务中心地址：深圳市宝安区西乡街道前进二路,180000.00
https://www.szggzy.com/jygg/details.html?contentId=2301388,特斯拉培训中心项目采购公告,采购人：深圳技师学院地址：广东省深圳市龙岗区五联社区将军帽路,100064000000
https://www.szggzy.com/jygg/details.html?contentId=2301388,特斯拉培训中心项目采购公告,采购人：深圳技师学院地址：广东省深圳市龙岗区五联社区将军帽路,100064000000
https://www.szggzy.com/jygg/details.html?contentId=2299326,深圳市职业学校教师素质提高培训项目采购公告,名称：深圳市教育局地址：深圳市教育局联系方式：,3
https://www.szggzy.com/jygg/details.html?contentId=2299246,深圳市公安局光明分局第十批辅警初任培训场地服务保障项目招标公告,名称：深圳市公安局光明分局地址：广东省深圳市光明区科林路,1100000.00
https://www.szggzy.com/jygg/details.html?contentId=2298749,2024年深圳市专科医师规范化培训项目招标公告,名称：深圳市卫生健康委员会地址：深圳市福田区新城大厦东座联系人：仇女士联系方式：,5379200.00
https://www.szggzy.com/jygg/details.html?contentId=2294958,深圳市龙华区2024年校外培训规范治理专题培训采购公告,名称：深圳市卫生健康委员会地址：深圳市福田区新城大厦东座联系人：仇女士联系方式：,350955
https://www.szggzy.com/jygg/details.html?contentId=2294316,2024年全方位全口径融入式帮扶河源市源城区跟岗培训工作项目信息公开,名称：深圳市卫生健康委员会地址：深圳市福田区新城大厦东座联系人：仇女士联系方式：,550000
https://www.szggzy.com/jygg/details.html?contentId=2292568,光明区委党校培训物资采购采购公告,名称：深圳市卫生健康委员会地址：深圳市福田区新城大厦东座联系人：仇女士联系方式：,100000
https://www.szggzy.com/jygg/details.html?contentId=2289981,2024光明区理论学习秘书培训采购公告,名称：中共深圳市光明区委宣传部地址：深圳市光明区光明街道公共服务平台九楼联系方式：,11300.00
https://www.szggzy.com/jygg/details.html?contentId=2288754,深圳对口帮扶协作潮州“千人培训计划”项目采购公告,名称：深圳对口帮扶协作潮州指挥部地址：潮州市湘桥区枫春路,4
https://www.szggzy.com/jygg/details.html?contentId=2286613,关于购买光明区2024年“送培训进企业”公益职业技能培训服务的公告(实施购买前),名称：深圳对口帮扶协作潮州指挥部地址：潮州市湘桥区枫春路,330000
https://www.szggzy.com/jygg/details.html?contentId=2286256,深圳市龙华区2024年校外培训规范治理专题培训采购公告,未识别,350955
https://www.szggzy.com/jygg/details.html?contentId=2285194,2024年光明区公明中学校园足球项目培训服务采购公告,名称：深圳市光明区公明中学地址：深圳市光明新区公明办事处振明路公明中学联系方式：陈老师,150000
https://www.szggzy.com/jygg/details.html?contentId=2279712,2024年龙华区中小学校新教师培训项目采购公告,名称：深圳市光明区公明中学地址：深圳市光明新区公明办事处振明路公明中学联系方式：陈老师,363100
https://www.szggzy.com/jygg/details.html?contentId=2279564,深圳市2024年东部城市支持西部地区人才培训项招标公告,名称：深圳市乡村振兴和协作交流局地址：深圳市福田区莲花街道福中三路市民中心C区,1248400.00
https://www.szggzy.com/jygg/details.html?contentId=2279567,2024年暑期教师培训项目采购公告,名称：深圳市教育科学研究院实验学校（光明）地址：深圳市光明区新湖街道楼村社区三月风广场对面公常路旁联系方式：陈老师、,130000.00
https://www.szggzy.com/jygg/details.html?contentId=2278543,2024年公明街道公共服务办“粤菜师傅”-中式面点职业技能培训活动的项目采购公告,名称：深圳市教育科学研究院实验学校（光明）地址：深圳市光明区新湖街道楼村社区三月风广场对面公常路旁联系方式：陈老师、,30264.00
https://www.szggzy.com/jygg/details.html?contentId=2273638,深圳对口帮扶协作潮州“千人培训计划”项目采购公告,名称：深圳对口帮扶协作潮州指挥部地址：潮州市湘桥区枫春路,3
https://www.szggzy.com/jygg/details.html?contentId=2267776,党建工作办开展马田街道干部职工“扬帆计划”培训（实施采购前）,名称：深圳对口帮扶协作潮州指挥部地址：潮州市湘桥区枫春路,62315
https://www.szggzy.com/jygg/details.html?contentId=2267662,关于政府购买光明街道总工会参加能力 素质培训培训班租车服务的公告 (实施购买前),名称：深圳对口帮扶协作潮州指挥部地址：潮州市湘桥区枫春路,3000
https://www.szggzy.com/jygg/details.html?contentId=2266539,2024年教师培训资料汇编制作服务项目采购公告,名称：深圳市光明区教育科学研究院地址：广东省深圳市光明区新湖街道楼村社区三月风广场对面公常路旁北门门卫室内（光明区教科院）联系人：黄老师电话：,49100.00
https://www.szggzy.com/jygg/details.html?contentId=2262025,光明区2024年人大业务知识培训采购公告,未识别,0
https://www.szggzy.com/jygg/details.html?contentId=2261585,2024年福田区幼儿园“启航工程”新教师培训项目招标公告,名称：深圳市福田区学前教育发展中心地址：深圳市福田区新洲九街,2500000000.00
https://www.szggzy.com/jygg/details.html?contentId=2258472,2024年福田区幼儿园园长任职资格培训项目招标公告,名称：深圳市福田区学前教育发展中心地址：深圳市福田区新洲九街,4800000000.00
https://www.szggzy.com/jygg/details.html?contentId=2254997,2024年福田区中小学科研工作管理者能力培训项目采购公告,名称：深圳市福田区教师发展中心地址：深圳市福田彩田路,157000.0
https://www.szggzy.com/jygg/details.html?contentId=2254571,2024年园岭街道“应急第一响应人”培训考核服务项目采购公告,名称：深圳市福田区园岭街道办事处地址：深圳市福田区红荔路,210000
https://www.szggzy.com/jygg/details.html?contentId=2253432,深圳市光明区光明中学2024-2025学年高中美术特长生培训课程采购公告,名称：深圳市福田区园岭街道办事处地址：深圳市福田区红荔路,500
https://www.szggzy.com/jygg/details.html?contentId=2251902,沙头街道“应急第一响应人”培训服务项目自行采购公告,名称：深圳市福田区沙头街道办事处；地址：深圳市福田区新洲四街与九街交界处沙头街道应急管理中心,240000
https://www.szggzy.com/jygg/details.html?contentId=2250044,罗湖区应急管理局2024年“应急第一响应人”培训服务项目采购公告,名称：深圳市罗湖区应急管理局地址：深圳市罗湖区深南东路,3
https://www.szggzy.com/jygg/details.html?contentId=2248867,区公卫中心卫生专业技术人才培养计划（领智人才培训）项目采购公告,名称：深圳市宝安区公共卫生服务中心地址：深圳市宝安区前进二路,2650000.00
https://www.szggzy.com/jygg/details.html?contentId=2238041,福田区残疾人综合服务中心残疾人就业培训服务项目采购公告,名称：深圳市宝安区公共卫生服务中心地址：深圳市宝安区前进二路,300000
https://www.szggzy.com/jygg/details.html?contentId=2238041,福田区残疾人综合服务中心残疾人就业培训服务项目采购公告,未识别,300000
https://www.szggzy.com/jygg/details.html?contentId=2237457,2024年罗湖区中小学新入职教师培训项目采购公告,未识别,870000.00
https://www.szggzy.com/jygg/details.html?contentId=2236819,职业培训师项目制培训招标公告(重新采购第1次),名称：深圳市职业技能培训指导中心地址：深圳市福田区福强路,2000000.00
https://www.szggzy.com/jygg/details.html?contentId=2236505,荔园外国语小学教育集团教师培训服务项目招标公告,名称：深圳市福田区荔园外国语小学地址：深圳市福田区香蜜湖街道福田区红荔路,984000.00
https://www.szggzy.com/jygg/details.html?contentId=2235250,深圳市宝安区卫生健康局社会培训急救包采购项目采购公告,名称：深圳市宝安区卫生健康局地址：宝安区海秀路,3
https://www.szggzy.com/jygg/details.html?contentId=2233807,2024年罗湖区民政事务中心职业技能培训认定机构养老护理职业培训项目采购公告,名称：深圳市宝安区卫生健康局地址：宝安区海秀路,120000.00
https://www.szggzy.com/jygg/details.html?contentId=2212964,中共深圳市委宣传部2024年深圳市新闻发布工作专题培训班项目采购公告,名称：中共深圳市委宣传部地址：深南中路,3
https://www.szggzy.com/jygg/details.html?contentId=2211267,开展政协委员履职能力提升培训活动采购公告,名称：中共深圳市委宣传部地址：深南中路,1
https://www.szggzy.com/jygg/details.html?contentId=2208339,深圳市司法局2024年申请律师执业人员集中培训项目采购公告(重新采购第1次),名称：深圳市司法局地址：深圳市福田区景田路,3
https://www.szggzy.com/jygg/details.html?contentId=2204850,半导体与集成电路项目制培训采购项目招标公告,名称：深圳市职业技能培训指导中心地址：深圳市福田区福强路,50000000000
https://www.szggzy.com/jygg/details.html?contentId=2204675,新一代电子信息项目制培训招标公告,名称：深圳市职业技能培训指导中心地址：深圳市福田区福强路,5000000.00
https://www.szggzy.com/jygg/details.html?contentId=2204676,职业培训师项目制培训招标公告,名称：深圳市职业技能培训指导中心地址：深圳市福田区福强路,2000000.00
https://www.szggzy.com/jygg/details.html?contentId=2204646,智能建造和现代工程服务项目制培训招标公告,名称：深圳市职业技能培训指导中心地址：深圳市福田区福港路,2000000.00
https://www.szggzy.com/jygg/details.html?contentId=2204639,工业互联网项目制培训招标公告,名称：深圳市职业技能培训指导中心地址：深圳市福田区福港路,2000000.00
https://www.szggzy.com/jygg/details.html?contentId=2204614,人工智能项目制培训采购公告,名称：深圳市职业技能培训指导中心地址：深圳市福田区福港路,4000000.00
https://www.szggzy.com/jygg/details.html?contentId=2203213,2024年民办中小学教师培训招标公告,名称：深圳市教育局地址：深圳市福田区市民中心C区二层联系方式：裴老师,200040000000
https://www.szggzy.com/jygg/details.html?contentId=2194642,光明区教育局开展党务干部培训班采购公告,名称：深圳市教育局地址：深圳市福田区市民中心C区二层联系方式：裴老师,140000
https://www.szggzy.com/jygg/details.html?contentId=2194637,关于2024年大鹏新区教师培训活动信息公开,名称：深圳市教育局地址：深圳市福田区市民中心C区二层联系方式：裴老师,450000
https://www.szggzy.com/jygg/details.html?contentId=2193149,2024年福田区教育系统会计人员能力提升培训项目招标公告,名称：深圳市福田区教师发展中心地址：深圳市福田区联系人：杨老师联系电话：,2710000000.00
https://www.szggzy.com/jygg/details.html?contentId=2191204,"关于政府购买（“绿茵梦想,燃烧激情”青少年足球培训）服务的公告(实施购买前)",名称：深圳市福田区教师发展中心地址：深圳市福田区联系人：杨老师联系电话：,44385
https://www.szggzy.com/jygg/details.html?contentId=2190613,培训餐饮服务采购项目招标公告,名称：深圳市福田区社区健康服务管理中心地址：深圳市福田区福华路,300000.00
https://www.szggzy.com/jygg/details.html?contentId=2188724,关于大鹏新区开展油气库企业消防队伍培训和技能比武竞赛项目采购工作信息发布,名称：深圳市福田区社区健康服务管理中心地址：深圳市福田区福华路,40000
https://www.szggzy.com/jygg/details.html?contentId=2188030,工业机器人操作与运维培训与认证中心数字化升级采购公告,名称：深圳信息职业技术学院地址：广东省深圳市龙岗区龙城街道龙红格社区龙翔大道,400002000000
https://www.szggzy.com/jygg/details.html?contentId=2188031,深圳市司法局2024年申请律师执业人员集中培训项目采购公告,名称：深圳市司法局地址：深圳市福田区景田路,3
https://www.szggzy.com/jygg/details.html?contentId=2186888,龙岗区2024年公益性职业技能培训（II组）服务采购—粤菜师傅采购公告,名称：深圳市龙岗区人力资源服务中心地址：深圳市龙岗区龙城街道清林路,3
https://www.szggzy.com/jygg/details.html?contentId=2186885,龙岗区2024年公益性职业技能培训（II组）服务采购—智能制造采购公告,名称：深圳市龙岗区人力资源服务中心地址：深圳市龙岗区龙城街道清林路,3
https://www.szggzy.com/jygg/details.html?contentId=2186890,龙岗区2024年公益性职业技能培训（I组）服务采购-数字IT采购公告,名称：深圳市龙岗区人力资源服务中心地址：深圳市龙岗区龙城街道清林路,3
https://www.szggzy.com/jygg/details.html?contentId=2186891,龙岗区2024年公益性职业技能培训（I组）服务采购-低空经济采购公告,名称：深圳市龙岗区人力资源服务中心地址：深圳市龙岗区龙城街道清林路,3
https://www.szggzy.com/jygg/details.html?contentId=2186884,龙岗区2024年公益性职业技能培训（I组）服务采购-现代服务业采购公告,名称：深圳市龙岗区人力资源服务中心地址：深圳市龙岗区龙城街道清林路,3
https://www.szggzy.com/jygg/details.html?contentId=2186889,龙岗区2024年公益性职业技能培训（I组）服务采购-人工智能采购公告,名称：深圳市龙岗区人力资源服务中心地址：深圳市龙岗区龙城街道清林路,3
https://www.szggzy.com/jygg/details.html?contentId=2186536,光明区公明街道李松蓢社区《重塑女性形象培训课程项目》采购公告,未识别,0
https://www.szggzy.com/jygg/details.html?contentId=2186540,光明区公明街道李松蓢社区《“舞动心灵，青春激扬”舞蹈瑜伽培训班》采购公告,未识别,0
https://www.szggzy.com/jygg/details.html?contentId=2186544,光明区公明街道李松蓢社区《“小小音乐家”社区儿童乐器培训活动》采购公告,未识别,0
https://www.szggzy.com/jygg/details.html?contentId=2186534,光明区公明街道李松蓢社区《青少年舞动梦想系列培训课程项目》采购公告,未识别,0
https://www.szggzy.com/jygg/details.html?contentId=2186492,2024年新员工岗前培训用品包采购项目公开竞价公告,未识别,2
https://www.szggzy.com/jygg/details.html?contentId=2186123,关于2024年大鹏新区社区党组织书记基层治理专题培训班的信息公开,未识别,360000
https://www.szggzy.com/jygg/details.html?contentId=2186062,光明区公明街道公明社区工作站购买社区青少年游泳培训班采购公告,未识别,60000
https://www.szggzy.com/jygg/details.html?contentId=2183972,2024年上村社区民生微实事—青少年象棋培训活动采购公告,未识别,10000
https://www.szggzy.com/jygg/details.html?contentId=2183805,2024年福田区中小学教师人工智能赋能教育创新专题培训项目采购公告,名称：深圳市福田区教师发展中心地址：深圳市福田彩田路,660000
https://www.szggzy.com/jygg/details.html?contentId=2183346,关于光明区新湖街道机关工会点茶培训服务采购项目的公告(实施购买前),名称：深圳市福田区教师发展中心地址：深圳市福田彩田路,8070
https://www.szggzy.com/jygg/details.html?contentId=2182497,光明区公明街道西田社区“乐享生活·舞动人生”社区舞蹈培训活动采购公告,未识别,5
https://www.szggzy.com/jygg/details.html?contentId=2182483,关于政府购买（“挥毫青春 墨香未来”书法培训）服务的公告(实施购买前),未识别,51774
https://www.szggzy.com/jygg/details.html?contentId=2182485,关于政府购买（“健康之旋，舞动美好生活”——社区艺术培训项目）服务的公告(实施购买前),未识别,34188
https://www.szggzy.com/jygg/details.html?contentId=2179868,公明街道综合治理办公室购买公明街道2024年度楼栋长培训服务招标公告,名称：深圳市光明区公明街道综合治理办公室地址：光明区公明街道红花北路,99000.0
https://www.szggzy.com/jygg/details.html?contentId=2178690,公共服务办开展2024年公明街道电工职业技能培训活动的项目采购公告,名称：深圳市光明区公明街道综合治理办公室地址：光明区公明街道红花北路,116284.00
https://www.szggzy.com/jygg/details.html?contentId=2176303,深圳市公安局AW139型直升机外载荷作业飞行等培训项目征集公告,名称：深圳市公安局警务保障部地址：深圳市罗湖区解放路,500000.00
https://www.szggzy.com/jygg/details.html?contentId=2176302,深圳市福田区卫生监督所地铁行业工伤预防与职业健康培训项目采购公告,名称：深圳市公安局警务保障部地址：深圳市罗湖区解放路,275000.00
https://www.szggzy.com/jygg/details.html?contentId=2175737,光明区2024年度养老护理员职业技能及家庭护老者培训服务采购公告,名称：深圳市公安局警务保障部地址：深圳市罗湖区解放路,30000
https://www.szggzy.com/jygg/details.html?contentId=2173231,组织2024年度网格工作人员业务培训采购公告,名称：深圳市光明区凤凰街道综合治理办公室地址：深圳市光明区凤凰街道东坑社区东进路一号联系方式：许工,195088.0000
https://www.szggzy.com/jygg/details.html?contentId=2170484,选联任工委2024年人大业务提升培训班采购公告,名称：深圳市光明区凤凰街道综合治理办公室地址：深圳市光明区凤凰街道东坑社区东进路一号联系方式：许工,0
https://www.szggzy.com/jygg/details.html?contentId=2170212,深圳市机械制造行业触电及火灾事故工伤预防安全培训项目招标公告,名称：深圳市应急管理局地址：深圳市福田区市民中心C区西门五楼联系方式：,627000.0000000
https://www.szggzy.com/jygg/details.html?contentId=2167924,深圳市福田区卫生监督所地铁行业工伤预防与职业健康培训项目采购公告,名称：深圳市应急管理局地址：深圳市福田区市民中心C区西门五楼联系方式：,275000.00
https://www.szggzy.com/jygg/details.html?contentId=2164037,建筑从业人员安全教育培训（2024年度）采购项目招标公告,名称：深圳市住房和建设局地址：深圳市福田区振华路,10000000000
https://www.szggzy.com/jygg/details.html?contentId=2162302,公共服务办关于开展2024年公明街道电工职业技能培训活动的项目采购公告,名称：深圳市住房和建设局地址：深圳市福田区振华路,116284.00
https://www.szggzy.com/jygg/details.html?contentId=2162292,光明区总工会2024年度培训项目采购公告,名称：深圳市住房和建设局地址：深圳市福田区振华路,376900.00
https://www.szggzy.com/jygg/details.html?contentId=2161988,2024年东门街道急救培训项目采购公告,名称：深圳市住房和建设局地址：深圳市福田区振华路,273900.00
https://www.szggzy.com/jygg/details.html?contentId=2160433,“守护生命，‘救’在身边”急救技能培训竞争性谈判公告,名称：深圳市住房和建设局地址：深圳市福田区振华路,4
https://www.szggzy.com/jygg/details.html?contentId=2157688,（红星社区）2024年民生微实事生命守望--急救知识培训系列活动采购公告,名称：深圳市光明区玉塘街道红星社区工作站地址：深圳市光明区玉塘街道红星社区星湖路,1
https://www.szggzy.com/jygg/details.html?contentId=2157692,（红星社区）2024年民生微实事悦动红星，幸福舞起来--社区广场舞培训采购公告,名称：深圳市光明区玉塘街道红星社区工作站地址：深圳市光明区玉塘街道红星社区星湖路,1
https://www.szggzy.com/jygg/details.html?contentId=2157368,深圳市深汕特别合作区2024年“应急第一响应人”培训考核项目招标公告,：名称：深圳市深汕特别合作区应急管理局地址：深圳市深汕特别合作区鹅埠镇创富路区管委会文贞楼,10000
https://www.szggzy.com/jygg/details.html?contentId=2155916,2024年文化艺术类非学科校外培训机构项目采购公告,未识别,150000.00
https://www.szggzy.com/jygg/details.html?contentId=2155888,关于政府购买白花社区“我的科技梦--青少年航空科技模型培训项目”服务的公告,未识别,41772.5
https://www.szggzy.com/jygg/details.html?contentId=2155897,关于政府购买“白花社区星火传承服务队培训项目”服务的公告,未识别,43268
https://www.szggzy.com/jygg/details.html?contentId=2152444,田寮社区2024年民生微实事“问道跆拳 健体启智—青少年跆拳道培训”采购公告,名称：深圳市光明区玉塘街道田寮社区工作站地址：深圳市光明区玉塘街道田新路,1
https://www.szggzy.com/jygg/details.html?contentId=2152448,田寮社区2024年民生微实事“田寮社区青少年篮球培训”采购公告,名称：深圳市光明区玉塘街道田寮社区工作站地址：深圳市光明区玉塘街道田新路,1
https://www.szggzy.com/jygg/details.html?contentId=2151810,福保街道开展2024年应急第一响应人培训活动项目采购公告,名称：张小姐地址：深圳市福田区新洲南路石厦四街,280000
https://www.szggzy.com/jygg/details.html?contentId=2151353,2024年大鹏新区“应急第一响应人”培训考核服务项目信息发布,名称：张小姐地址：深圳市福田区新洲南路石厦四街,364800.00
https://www.szggzy.com/jygg/details.html?contentId=2151348,购买公明街道2024年网格管理队伍培训服务招标公告,名称：深圳市光明区公明街道综合治理办公室地址：光明区公明街道红花北路,279995.00
https://www.szggzy.com/jygg/details.html?contentId=2166223,公明一小2023-2024学年三年级游泳培训服务采购公告,名称：深圳市光明区公明街道综合治理办公室地址：光明区公明街道红花北路,120000
https://www.szggzy.com/jygg/details.html?contentId=2147368,2024年福田区义务教育阶段招生转学及学籍管理业务培训项目采购公告,名称：深圳市光明区公明街道综合治理办公室地址：光明区公明街道红花北路,2
https://www.szggzy.com/jygg/details.html?contentId=2147217,光明区凤凰城实验学校塘家幼儿园课程建设培训项目采购公告,单位名称：深圳市光明区凤凰城实验学校塘家幼儿园地址：深圳市光明区凤凰街道塘家社区第二工业区,106210.00
https://www.szggzy.com/jygg/details.html?contentId=2146646,2024年福田区幼儿园“赋能工程”园长培训项目招标公告,名称：深圳市福田区学前教育发展中心地址：深圳市福田区新洲九街,2495500000.00
https://www.szggzy.com/jygg/details.html?contentId=2146542,“乘风破浪 扬帆起航”青年职业技能培训采购公告,名称：深圳市光明区玉塘街道办事处地址：广东省深圳市光明区玉塘街道田寮社区警民路,1
https://www.szggzy.com/jygg/details.html?contentId=2142212,关于2024年度大鹏新区“文化超市”公益培训进社区项目信息公开,名称：深圳市光明区玉塘街道办事处地址：广东省深圳市光明区玉塘街道田寮社区警民路,400000
