项目URL,项目名称,采购人信息,项目金额
https://www.szggzy.com/jygg/details.html?contentId=1940763,罗湖区教育帮扶培训项目招标公告,名称：深圳市罗湖区教育科学研究院地址：深圳市罗湖区翠竹街道贝丽北路,100000000000
https://www.szggzy.com/jygg/details.html?contentId=2094581,滨河实验中学新老初三年级教师经验交流培训会采购公告,名称：深圳市罗湖区教育科学研究院地址：深圳市罗湖区翠竹街道贝丽北路,95000.00
https://www.szggzy.com/jygg/details.html?contentId=1937280,深汕特别合作区“百千万工程”专题培训车辆辅助服务项目询价公告,名称：深圳市罗湖区教育科学研究院地址：深圳市罗湖区翠竹街道贝丽北路,10000
https://www.szggzy.com/jygg/details.html?contentId=1934247,深圳市深汕特别合作区海洋综合执法大队渔业船员安全培训询价公告,名称：深圳市罗湖区教育科学研究院地址：深圳市罗湖区翠竹街道贝丽北路,1
https://www.szggzy.com/jygg/details.html?contentId=2090548,2023年福田区幼儿园“启航工程”新教师培训项目采购公告,名称：深圳市福田区学前教育发展中心地址：深圳市福田区新洲九街,3000000000.00
https://www.szggzy.com/jygg/details.html?contentId=1931376,深汕特别合作区“百千万工程”专题培训辅助服务项目询价公告,未识别,10000
https://www.szggzy.com/jygg/details.html?contentId=2134606,2023-2024学年第一学期女子足球社团培训项目,未识别,7
https://www.szggzy.com/jygg/details.html?contentId=2126970,2023-2024学年第一学期学生葫芦丝社团培训项目,未识别,7
https://www.szggzy.com/jygg/details.html?contentId=2133550,关于开展2023年应急管理业务能力提升培训的公告,未识别,190940
https://www.szggzy.com/jygg/details.html?contentId=2090713,田寮小学鼓号队、国旗班培训服务项目采购公告,名称：深圳市光明区田寮小学地址：深圳市光明区玉塘街道田寮社区内联系方式：罗老师,124800.00
https://www.szggzy.com/jygg/details.html?contentId=1926000,2023年党员回炉进党校培训后勤保障服务项目采购公告,名称：深圳市深汕特别合作区组织人事局地址：广东省汕尾市海丰县深汕特别合作区鹅埠镇大同路政和楼,1000000.00
https://www.szggzy.com/jygg/details.html?contentId=1925955,深圳市深汕特别合作区关于2023年团干部培训项目询价公告,名称：深圳市深汕特别合作区组织人事局地址：广东省汕尾市海丰县深汕特别合作区鹅埠镇大同路政和楼,5500000
https://www.szggzy.com/jygg/details.html?contentId=2093533,2023年财政业务培训工作辅助服务采购公告,名称：深圳市深汕特别合作区组织人事局地址：广东省汕尾市海丰县深汕特别合作区鹅埠镇大同路政和楼,1645000000.00
https://www.szggzy.com/jygg/details.html?contentId=2096732,福田区中小学名师工作室评审和培训服务项目招标公告,名称：深圳市福田区教师发展中心地址：深圳市福田区联系人：杨老师联系方式：,4320000000.00
https://www.szggzy.com/jygg/details.html?contentId=2094083,福田区中小学教师项目化学习培训服务项目采购公告,名称：深圳市福田区教师发展中心地址：深圳市福田彩田路,459000.0
https://www.szggzy.com/jygg/details.html?contentId=2094083,福田区中小学教师项目化学习培训服务项目采购公告,名称：深圳市福田区教师发展中心地址：深圳市福田彩田路,459000.0
https://www.szggzy.com/jygg/details.html?contentId=2112311,关于政府开展2023年综合行政执法业务培训的公告  (实施购买前),名称：深圳市福田区教师发展中心地址：深圳市福田彩田路,50000
https://www.szggzy.com/jygg/details.html?contentId=2094613,田寮小学购买国旗班培训服务采购公告,名称：深圳市福田区教师发展中心地址：深圳市福田彩田路,24960.00
https://www.szggzy.com/jygg/details.html?contentId=2093353,田寮小学购买鼓号队培训服务采购公告,名称：深圳市福田区教师发展中心地址：深圳市福田彩田路,96720.00
https://www.szggzy.com/jygg/details.html?contentId=1921175,深圳市专科医师规范化培训项目招标公告,名称：深圳市卫生健康委员会地址：深圳市福田区新城大厦东座联系人：李先生联系方式：,9000000.00
https://www.szggzy.com/jygg/details.html?contentId=2091512,2023年福田区中小学骨干心理教师专业能力提升培训服务项目需求采购公告,名称：深圳市卫生健康委员会地址：深圳市福田区新城大厦东座联系人：李先生联系方式：,2
https://www.szggzy.com/jygg/details.html?contentId=2094685,2023年福田区学校卫生健康教育专项培训项目采购公告,名称：深圳市卫生健康委员会地址：深圳市福田区新城大厦东座联系人：李先生联系方式：,2
https://www.szggzy.com/jygg/details.html?contentId=2095353,福田区中小学思政骨干（德育主任）实践学习培训项目招标公告,名称：深圳市福田区教师发展中心地址：深圳市福田彩田路,528500.00
https://www.szggzy.com/jygg/details.html?contentId=2088971,2023年福田区教育系统共青团、少先队干部培训项目招标公告,名称：深圳市福田区教师发展中心地址：深圳市福田区联系人：徐老师联系方式：,2010000000.00
https://www.szggzy.com/jygg/details.html?contentId=2088084,开展2023年光明区建设领域安全生产及文明施工专题培训采购公告,名称：深圳市福田区教师发展中心地址：深圳市福田区联系人：徐老师联系方式：,3
https://www.szggzy.com/jygg/details.html?contentId=1912751,深圳市2023年东部城市支持西部地区人才培训项目招标公告,名称：深圳市乡村振兴和协作交流局地址：深圳市福田区市民中心C区,100060000000
https://www.szggzy.com/jygg/details.html?contentId=2088241,罗湖区东晓街道垃圾分类宣传培训服务项目采购公告,名称：深圳市乡村振兴和协作交流局地址：深圳市福田区市民中心C区,498908.08
https://www.szggzy.com/jygg/details.html?contentId=2090753,全国第五次经济普查培训项目采购公告,名称：深圳市乡村振兴和协作交流局地址：深圳市福田区市民中心C区,72000.00
https://www.szggzy.com/jygg/details.html?contentId=2120620,公共服务办购买马田街道2023年母婴护理技能培训项目服务　(实施购买前）,名称：深圳市乡村振兴和协作交流局地址：深圳市福田区市民中心C区,22516.00
https://www.szggzy.com/jygg/details.html?contentId=1908965,深汕特别合作区乡村振兴专题培训服务项目询价公告,名称：深圳市乡村振兴和协作交流局地址：深圳市福田区市民中心C区,1
https://www.szggzy.com/jygg/details.html?contentId=1908479,深圳市龙华区中心医院中层干部履职能力提升培训项目招标公告,名称：深圳市龙华区中心医院地址：深圳市龙华区观澜大道,2000000.00
https://www.szggzy.com/jygg/details.html?contentId=2116530,全科网格组开展网格员培训（实施购买前）,名称：深圳市龙华区中心医院地址：深圳市龙华区观澜大道,65218.00
https://www.szggzy.com/jygg/details.html?contentId=1907727,第四批深圳市公立医院院长职业化培训定制课程采购公告,名称：深圳市卫生健康能力建设和继续教育中心地址：深圳市罗湖区清水河街道清水河三路,15000000000.00
https://www.szggzy.com/jygg/details.html?contentId=2128013,公共服务办购买马田街道2023年美容技能培训项目服务(实施购买前)　,名称：深圳市卫生健康能力建设和继续教育中心地址：深圳市罗湖区清水河街道清水河三路,33744.00
https://www.szggzy.com/jygg/details.html?contentId=2114223,关于组织凤凰街道楼（栋）长培训,名称：深圳市卫生健康能力建设和继续教育中心地址：深圳市罗湖区清水河街道清水河三路,96550
https://www.szggzy.com/jygg/details.html?contentId=1908479,深圳市龙华区中心医院中层干部履职能力提升培训项目招标公告,名称：深圳市龙华区中心医院地址：深圳市龙华区观澜大道,2000000.00
https://www.szggzy.com/jygg/details.html?contentId=2116530,全科网格组开展网格员培训（实施购买前）,名称：深圳市龙华区中心医院地址：深圳市龙华区观澜大道,65218.00
https://www.szggzy.com/jygg/details.html?contentId=1907727,第四批深圳市公立医院院长职业化培训定制课程采购公告,名称：深圳市卫生健康能力建设和继续教育中心地址：深圳市罗湖区清水河街道清水河三路,15000000000.00
https://www.szggzy.com/jygg/details.html?contentId=2128013,公共服务办购买马田街道2023年美容技能培训项目服务(实施购买前)　,名称：深圳市卫生健康能力建设和继续教育中心地址：深圳市罗湖区清水河街道清水河三路,33744.00
https://www.szggzy.com/jygg/details.html?contentId=2114223,关于组织凤凰街道楼（栋）长培训,名称：深圳市卫生健康能力建设和继续教育中心地址：深圳市罗湖区清水河街道清水河三路,96550
https://www.szggzy.com/jygg/details.html?contentId=2093466,光明区安全评价检测检验和安全培训机构专项整治项目公开采购公告,名称：深圳市光明区应急管理局地址：深圳市光明区光明街道华夏二路光明商会大厦,3092000000.00
https://www.szggzy.com/jygg/details.html?contentId=2117470,光明区社区党委书记成长计划凤凰街道培训专场,名称：深圳市光明区应急管理局地址：深圳市光明区光明街道华夏二路光明商会大厦,5800
https://www.szggzy.com/jygg/details.html?contentId=2091111,生产经营单位消防安全培训采购公告,采购人：深圳市光明区凤凰街道应急管理办公室地址：深圳市光明区凤凰街道办事处第二办公楼联系人：朱工,180000.00
https://www.szggzy.com/jygg/details.html?contentId=1904363,深汕特别合作区乡村振兴专题培训服务项目询价公告,采购人：深圳市光明区凤凰街道应急管理办公室地址：深圳市光明区凤凰街道办事处第二办公楼联系人：朱工,1
https://www.szggzy.com/jygg/details.html?contentId=1904365,多功能培训中心装修工程项目招标公告,名称：深圳信息职业技术学院地址：深圳市龙岗区龙翔大道,100010000000
https://www.szggzy.com/jygg/details.html?contentId=2095545,综合行政执法办（行政执法组）购买2023年综合执法业务培训项目采购公告（实施购买前）,未识别,183040
https://www.szggzy.com/jygg/details.html?contentId=2090946,公共服务办公室开展福育马田之游泳培训项目活动采购公告（实施采购前）,未识别,272800
https://www.szggzy.com/jygg/details.html?contentId=2087316,华中师范大学附属光明勤诚达学校 “ 体教结合 ”游泳培训课程服务游泳培训采购公告,名称：华中师范大学附属光明勤诚达学校地址：深圳市光明区光侨路华中师范大学附属光明勤诚达学校联系方式：甄老师,350000
https://www.szggzy.com/jygg/details.html?contentId=2088835,2023年福田区责任督学履职能力提升培训项目招标公告,名称：深圳市福田区教师发展中心地址：深圳市福田区联系人：杨老师联系方式：,3150000000.00
https://www.szggzy.com/jygg/details.html?contentId=1900202,区公卫中心卫生专业技术人才培养计划（领智人才培训）项目采购公告,名称：深圳市宝安区公共卫生服务中心地址：深圳市宝安区西乡街道前进二路,3
https://www.szggzy.com/jygg/details.html?contentId=2136089,凤凰街道干部职工综合写作能力提升培训服务项目,名称：深圳市宝安区公共卫生服务中心地址：深圳市宝安区西乡街道前进二路,78250
https://www.szggzy.com/jygg/details.html?contentId=2088561,凤凰街道2023年社会体育指导员技能提升培训暨群众趣味体育活动,名称：深圳市宝安区公共卫生服务中心地址：深圳市宝安区西乡街道前进二路,50000
https://www.szggzy.com/jygg/details.html?contentId=2089505,光明区公明街道下村社区工作站购买花样年华--花艺培训项目采购公告,名称：深圳市宝安区公共卫生服务中心地址：深圳市宝安区西乡街道前进二路,0
https://www.szggzy.com/jygg/details.html?contentId=2093977,凤凰街道2023年统计业务培训工作服务项目采购公告,名称：深圳市光明区凤凰街道营商环境办公室地址：深圳市光明区凤凰街道办事处第一办公区（甲塘路,236500.00
https://www.szggzy.com/jygg/details.html?contentId=2125318,凤凰街道干部职工培训活动,名称：深圳市光明区凤凰街道营商环境办公室地址：深圳市光明区凤凰街道办事处第一办公区（甲塘路,96000
https://www.szggzy.com/jygg/details.html?contentId=2125318,凤凰街道干部职工培训活动,未识别,96000
https://www.szggzy.com/jygg/details.html?contentId=2095494,光明区公明街道上村社区鼓韵传情”--社区特色学堂之腰鼓培训项目采购公告,未识别,0
https://www.szggzy.com/jygg/details.html?contentId=2088419,罗湖区都市型现代产业体系专题研修班培训服务项目采购公告,未识别,370000.00
https://www.szggzy.com/jygg/details.html?contentId=1894340,2023年龙岗区“三项工程”项目制培训服务采购（“广东技工”传统制造业培训）采购公告(重新采购第1次),名称：深圳市龙岗区人力资源服务中心地址：深圳市龙岗区龙城街道清林路,3
https://www.szggzy.com/jygg/details.html?contentId=2089087,2023年福田区社区健康服务机构急诊急救能力提升培训招标公告,名称：福田区社区健康服务管理中心地址：广东省深圳市福田区福华路,750000.00
https://www.szggzy.com/jygg/details.html?contentId=2123738,关于政府开展光明街道文明城市创建业务培训的公告  (实施购买前),名称：福田区社区健康服务管理中心地址：广东省深圳市福田区福华路,79665
https://www.szggzy.com/jygg/details.html?contentId=1891621,宝安区复合型公共卫生领军人才培训项目采购公告(重新采购第1次),名称：深圳市宝安区公共卫生服务中心地址：深圳市宝安区前进路,3
https://www.szggzy.com/jygg/details.html?contentId=2088287,光明区学前教育管理人才“毓秀工程”第一期培训班培训服务采购公告,名称：深圳市光明区教育局地址：深圳市光明区光明街道牛山路,323860.00
https://www.szggzy.com/jygg/details.html?contentId=2094881,购买2023年光明区公明街道健身操培训活动服务采购公告,名称：深圳市光明区公明街道公共服务办公室地址：深圳市光明区公明街道集美路,21620.00
https://www.szggzy.com/jygg/details.html?contentId=1888773,深圳市深汕特别合作区应急管理局采购政法系统培训服务询价公告,名称：深圳市光明区公明街道公共服务办公室地址：深圳市光明区公明街道集美路,150000
https://www.szggzy.com/jygg/details.html?contentId=1886372,2023年龙岗区“三项工程”项目制培训服务采购（“广东技工”传统制造业培训）采购公告,名称：深圳市龙岗区人力资源服务中心地址：深圳市龙岗区龙城街道清林路,3
https://www.szggzy.com/jygg/details.html?contentId=1886283,2023年龙岗区“三项工程”项目制培训服务采购（“广东技工”安全生产）采购公告,名称：深圳市龙岗区人力资源服务中心地址：深圳市龙岗区龙城街道清林路,3
https://www.szggzy.com/jygg/details.html?contentId=2089025,光明区新湖街道市政管理组2023年垃圾分类宣传培训运营服务采购项目采购公告,名称：深圳市光明区新湖街道办事处地址：深圳市光明区新湖街道圳园路,711700.00
https://www.szggzy.com/jygg/details.html?contentId=2125822,合水口社区开展红色小分格“留住美好，赋能而行”志愿者摄影技能培训活动（实施购买前）,名称：深圳市光明区新湖街道办事处地址：深圳市光明区新湖街道圳园路,13450
https://www.szggzy.com/jygg/details.html?contentId=2112565,合水口社区开展消防宣传及培训活动（实施购买前）,名称：深圳市光明区新湖街道办事处地址：深圳市光明区新湖街道圳园路,87305
https://www.szggzy.com/jygg/details.html?contentId=2124931,购买2023年财务专业能力提升培训服务,名称：深圳市光明区新湖街道办事处地址：深圳市光明区新湖街道圳园路,51150
https://www.szggzy.com/jygg/details.html?contentId=2124493,关于2023年大鹏新区党员先锋队带头人专题培训班的信息公开,名称：深圳市光明区新湖街道办事处地址：深圳市光明区新湖街道圳园路,250000
https://www.szggzy.com/jygg/details.html?contentId=1880120,2023年“宝安新市民教育培训宣传”新媒体运营及线下活动项目招标公告,名称：深圳市宝安区融媒体中心地址：深圳市宝安区新安街道兴华二路,3400000.00
https://www.szggzy.com/jygg/details.html?contentId=2115674,合水口社区开展红色小分格“留住美好，赋能而行”志愿者摄影技能培训活动（实施购买前）,名称：深圳市宝安区融媒体中心地址：深圳市宝安区新安街道兴华二路,13450
https://www.szggzy.com/jygg/details.html?contentId=2127197,合水口社区开展消防宣传及培训活动（实施购买前）,名称：深圳市宝安区融媒体中心地址：深圳市宝安区新安街道兴华二路,87305
https://www.szggzy.com/jygg/details.html?contentId=2090382,2023年暑期教师培训服务采购采购公告,名称：深圳市教育科学研究院实验学校（光明）地址：深圳市光明区新湖街道楼村社区三月风广场对面公常路旁联系方式：陈老师,310000
https://www.szggzy.com/jygg/details.html?contentId=1878241,宝安区复合型公共卫生领军人才培训项目采购公告,名称：深圳市宝安区公共卫生服务中心地址：深圳市宝安区前进路,3
https://www.szggzy.com/jygg/details.html?contentId=2089504,开展2023年光明区宣传思想综合能力提升培训班活动采购公告,名称：中共深圳市光明区委宣传部地址：深圳市光明区光明街道公共服务平台九楼联系方式：,120000.00
https://www.szggzy.com/jygg/details.html?contentId=2135313,石家社区开展共享共融石家幸福圈-少儿口才培训（实施购买前）,名称：中共深圳市光明区委宣传部地址：深圳市光明区光明街道公共服务平台九楼联系方式：,36000
https://www.szggzy.com/jygg/details.html?contentId=2126382,石家社区开展共享共融石家幸福圈-社区青少年棋类培训项目（实施购买前）,名称：中共深圳市光明区委宣传部地址：深圳市光明区光明街道公共服务平台九楼联系方式：,64000
https://www.szggzy.com/jygg/details.html?contentId=2128077,石家社区开展共享共融石家幸福圈-硬笔书法培训活动（实施购买前）,名称：中共深圳市光明区委宣传部地址：深圳市光明区光明街道公共服务平台九楼联系方式：,57000
https://www.szggzy.com/jygg/details.html?contentId=2130688,石家社区开展共享共融石家幸福圈-青少年街舞培训项目（实施购买前）,名称：中共深圳市光明区委宣传部地址：深圳市光明区光明街道公共服务平台九楼联系方式：,53000
https://www.szggzy.com/jygg/details.html?contentId=2111676,合水口社区开展幸福合水口——“少年当自强”醒狮培训（实施购买前）,名称：中共深圳市光明区委宣传部地址：深圳市光明区光明街道公共服务平台九楼联系方式：,58200
https://www.szggzy.com/jygg/details.html?contentId=2116070,合水口社区开展幸福合水口——“阳光少年”社区篮球培训营（实施购买前）,名称：中共深圳市光明区委宣传部地址：深圳市光明区光明街道公共服务平台九楼联系方式：,63200
https://www.szggzy.com/jygg/details.html?contentId=2088451,华中师范大学附属光明勤诚达学校游泳特色课程服务游泳培训采购公告,名称：华中师范大学附属光明勤诚达学校地址：深圳市光明区光侨路华中师范大学附属光明勤诚达学校联系方式：甄老师,350000
https://www.szggzy.com/jygg/details.html?contentId=2126382,石家社区开展共享共融石家幸福圈-社区青少年棋类培训项目（实施购买前）,未识别,64000
https://www.szggzy.com/jygg/details.html?contentId=2128077,石家社区开展共享共融石家幸福圈-硬笔书法培训活动（实施购买前）,未识别,57000
https://www.szggzy.com/jygg/details.html?contentId=2130688,石家社区开展共享共融石家幸福圈-青少年街舞培训项目（实施购买前）,未识别,53000
https://www.szggzy.com/jygg/details.html?contentId=2111676,合水口社区开展幸福合水口——“少年当自强”醒狮培训（实施购买前）,未识别,58200
https://www.szggzy.com/jygg/details.html?contentId=2116070,合水口社区开展幸福合水口——“阳光少年”社区篮球培训营（实施购买前）,未识别,63200
https://www.szggzy.com/jygg/details.html?contentId=2088451,华中师范大学附属光明勤诚达学校游泳特色课程服务游泳培训采购公告,名称：华中师范大学附属光明勤诚达学校地址：深圳市光明区光侨路华中师范大学附属光明勤诚达学校联系方式：甄老师,350000
https://www.szggzy.com/jygg/details.html?contentId=2087271,光明区2023年幼儿园园长任职资格培训班服务招标公告,：名称：深圳市光明区教育科学研究院地址：深圳市光明区光明街道径口路路口联系方式：黄老师,261000.00
https://www.szggzy.com/jygg/details.html?contentId=2092977,沙头街道太极拳培训采购项目自行采购公告,名称：深圳市福田区沙头街道办事处地址：深圳市福田区新沙街,207800.00
https://www.szggzy.com/jygg/details.html?contentId=2132882,情暖根竹园——“走进艺术的世界”社区青少年艺术培训项目（实施购买前）,名称：深圳市福田区沙头街道办事处地址：深圳市福田区新沙街,57552
https://www.szggzy.com/jygg/details.html?contentId=2112749,情暖根竹园——社区青少年象棋公益培训项目（实施购买前）,名称：深圳市福田区沙头街道办事处地址：深圳市福田区新沙街,28655
https://www.szggzy.com/jygg/details.html?contentId=2093094,福田区“应急第一响应人”培训考核项目 自行采购公告,名称：深圳市福田应急管理局地址：深圳市福田区福民路,3
https://www.szggzy.com/jygg/details.html?contentId=2124682,新庄社区开展“情满新庄-儿童乐高益智培训课程 ”（实施购买前）,名称：深圳市福田应急管理局地址：深圳市福田区福民路,37325.00
https://www.szggzy.com/jygg/details.html?contentId=2133422,新庄社区开展“情满新庄-健身舞蹈培训活动”（实施购买前）,名称：深圳市福田应急管理局地址：深圳市福田区福民路,56243.00
https://www.szggzy.com/jygg/details.html?contentId=2112885,新庄社区开展“情满新庄-少儿口才培训活动”（实施购买前）,名称：深圳市福田应急管理局地址：深圳市福田区福民路,34255.00
https://www.szggzy.com/jygg/details.html?contentId=2124634,新庄社区开展“情满新庄-文化传承培训课程 ”（实施购买前）,名称：深圳市福田应急管理局地址：深圳市福田区福民路,52382.00
https://www.szggzy.com/jygg/details.html?contentId=2135119,新庄社区开展“情满新庄-瑜伽培训活动”（实施购买前）,名称：深圳市福田应急管理局地址：深圳市福田区福民路,42900.00
https://www.szggzy.com/jygg/details.html?contentId=2093747,深圳市光明区光明中学2023-2024学年高中美术特长生培训课程采购公告,名称：深圳市福田应急管理局地址：深圳市福田区福民路,500
https://www.szggzy.com/jygg/details.html?contentId=2125939,公共服务办购买马田街道2023年医疗护理技能培训项目服务（实施购买前）,名称：深圳市福田应急管理局地址：深圳市福田区福民路,15740
https://www.szggzy.com/jygg/details.html?contentId=2116094,马田街道“扬帆计划”之人事干部培训（实施购买前）,名称：深圳市福田应急管理局地址：深圳市福田区福民路,46908
https://www.szggzy.com/jygg/details.html?contentId=2128936,马田街道“扬帆计划”之青年干部培训（实施购买前）,名称：深圳市福田应急管理局地址：深圳市福田区福民路,41311
https://www.szggzy.com/jygg/details.html?contentId=2128224,爱在薯田埔--“和谐邻里，温润年华”社区中老年文化艺术培训班（实施购买前）,未识别,43010.00
https://www.szggzy.com/jygg/details.html?contentId=2125317,爱在薯田埔--“小小音乐家”社区青少年乐器培训活动（实施购买前）,未识别,47388.00
https://www.szggzy.com/jygg/details.html?contentId=2135272,“石”事“围”民——“南拳南狮”青少年舞狮武术培训活动（实施购买前）,未识别,48800
https://www.szggzy.com/jygg/details.html?contentId=2125804,“石”事“围”民——“声声筝情，乐响社区”古筝艺术培训活动（实施购买前）,未识别,48300
https://www.szggzy.com/jygg/details.html?contentId=2133312,“石”事“围”民——“运动生活，健康人生”舞蹈培训班（实施购买前）,未识别,46200
https://www.szggzy.com/jygg/details.html?contentId=2130448,“石”事“围”民——科研智慧，儿童乐高益智培训活动（实施购买前）,未识别,54800
https://www.szggzy.com/jygg/details.html?contentId=2114977,“石”事“围”民——社区老年艺术培训活动（实施购买前）,未识别,42400
https://www.szggzy.com/jygg/details.html?contentId=2113833,“石”事“围”民——秀口才，展风采，少儿主持培训活动（实施购买前）,未识别,42200
https://www.szggzy.com/jygg/details.html?contentId=2094281,光明区公明街道应急管理办公室购买应急宣传教育技能培训服务采购公告,未识别,10000
https://www.szggzy.com/jygg/details.html?contentId=2096417,组织2023年度网格工作人员培训竞争性谈判公告,采购人：深圳市光明区凤凰街道综合治理办公室地址：深圳市光明区东坑社区东进路一号联系方式：许工，,206190
https://www.szggzy.com/jygg/details.html?contentId=2114977,“石”事“围”民——社区老年艺术培训活动（实施购买前）,未识别,42400
https://www.szggzy.com/jygg/details.html?contentId=2113833,“石”事“围”民——秀口才，展风采，少儿主持培训活动（实施购买前）,未识别,42200
https://www.szggzy.com/jygg/details.html?contentId=2094281,光明区公明街道应急管理办公室购买应急宣传教育技能培训服务采购公告,未识别,10000
https://www.szggzy.com/jygg/details.html?contentId=2096417,组织2023年度网格工作人员培训竞争性谈判公告,采购人：深圳市光明区凤凰街道综合治理办公室地址：深圳市光明区东坑社区东进路一号联系方式：许工，,206190
https://www.szggzy.com/jygg/details.html?contentId=1861977,2023年深圳市中小学教师心理健康教育B证培训招标公告,名称：深圳市教育科学研究院地址：广东省深圳市罗湖区泥岗西路,1280000.00
https://www.szggzy.com/jygg/details.html?contentId=1860712,2023年“宝安新市民教育培训宣传”节目制作项目招标公告,名称：深圳市宝安区融媒体中心地址：深圳市宝安区新安街道兴华二路,3800000.00
https://www.szggzy.com/jygg/details.html?contentId=2090737,2023年“年度教师”种子选手培训及决赛评选等工作服务采购公告,名称：深圳市宝安区融媒体中心地址：深圳市宝安区新安街道兴华二路,3
https://www.szggzy.com/jygg/details.html?contentId=2112286,公共服务办购买马田街道2023年养老护理技能培训项目服务（实施购买前）,名称：深圳市宝安区融媒体中心地址：深圳市宝安区新安街道兴华二路,22490
https://www.szggzy.com/jygg/details.html?contentId=2116122,公共服务办购买马田街道2023年电工职业技能培训项目服务（实施购买前）,名称：深圳市宝安区融媒体中心地址：深圳市宝安区新安街道兴华二路,35520
https://www.szggzy.com/jygg/details.html?contentId=2089052,深圳市光明区特殊教育学校2023年教师外出培训服务采购公告,名称：深圳市宝安区融媒体中心地址：深圳市宝安区新安街道兴华二路,60000.00
https://www.szggzy.com/jygg/details.html?contentId=2129804,2023年度大鹏新区城市更新和城中村改造业务提升培训采购询价函,未识别,3
https://www.szggzy.com/jygg/details.html?contentId=2089572,光明区民政局关于养老护理员职业技能等级培训服务项目的公告 （实施购买前）,未识别,200000
https://www.szggzy.com/jygg/details.html?contentId=2089159,公明街道公共服务办购买2023年“粤菜师傅”客家菜职业技能培训活动服务采购公告,名称：深圳市光明区公明街道办事处地址：深圳市光明区公明街道金辉路,54
https://www.szggzy.com/jygg/details.html?contentId=2134415,开展安全生产队伍建设及执法培训,名称：深圳市光明区公明街道办事处地址：深圳市光明区公明街道金辉路,188000
https://www.szggzy.com/jygg/details.html?contentId=2094855,第三方舆情信息咨询及队伍培训服务招标公告,名称：深圳市光明区教育局地址：深圳市光明区牛山路公共服务平台联系人：李老师联系方式：,370000.00
https://www.szggzy.com/jygg/details.html?contentId=2091911,莲塘街道小散工程隐患排查及安全生产宣传培训服务采购公告,名称：深圳市光明区教育局地址：深圳市光明区牛山路公共服务平台联系人：李老师联系方式：,90000.00
https://www.szggzy.com/jygg/details.html?contentId=1855678,深圳市水产品品牌标准编制及宣传培训采购项目招标公告,名称：深圳市渔业发展研究中心地址：深圳市南山区金世纪南路海洋渔业大楼十一楼联系人：肖工联系方式：,200000000000
https://www.szggzy.com/jygg/details.html?contentId=2094977,光明二中管乐团2023年度培训服务招标公告,名称：深圳市渔业发展研究中心地址：深圳市南山区金世纪南路海洋渔业大楼十一楼联系人：肖工联系方式：,200000.00
https://www.szggzy.com/jygg/details.html?contentId=2094553,广东陆丰市乡村振兴干部能力素质提升专题培训班采购公告,名称：深圳市渔业发展研究中心地址：深圳市南山区金世纪南路海洋渔业大楼十一楼联系人：肖工联系方式：,194000.00
https://www.szggzy.com/jygg/details.html?contentId=2088952,广西百色市西林县乡村振兴干部能力素质提升专题培训班采购公告,名称：深圳市渔业发展研究中心地址：深圳市南山区金世纪南路海洋渔业大楼十一楼联系人：肖工联系方式：,194000.00
https://www.szggzy.com/jygg/details.html?contentId=2126367,关于2023年大鹏新区教师培训系列活动信息公开,未识别,530000
https://www.szggzy.com/jygg/details.html?contentId=2115166,公共服务办购买马田街道2023年“粤菜师傅”职业技能培训项目服务（实施购买前）,未识别,51960
https://www.szggzy.com/jygg/details.html?contentId=2091186,福田教师综合素养提升培训项目招标公告,名称：深圳市福田区教师发展中心地址：深圳市福田区联系人：徐老师联系电话：,7400000000.00
https://www.szggzy.com/jygg/details.html?contentId=1853300,基因检测设备实训中心培训教材及数字资源库开发招标公告,名称：深圳技师学院地址：深圳市龙岗区五联社区将军帽路,1200000.00
https://www.szggzy.com/jygg/details.html?contentId=1853211,深圳职业技术学院数字化虚拟仿真牙医培训机项目采购公告,名称：深圳职业技术学院地址：深圳市留仙洞校区联系方式：,3
https://www.szggzy.com/jygg/details.html?contentId=2092107,福田区教师高质量发展梯队第一期2023年培训项目采购公告,名称：深圳市福田区教师发展中心地址：深圳市福田区联系人：徐老师联系方式：,9580000000.00
