项目URL,项目名称,采购人信息,项目金额
https://www.szggzy.com/jygg/details.html?contentId=2087944,2023年福田区幼儿园课程建设培训项目采购公告,名称：深圳市福田区教师发展中心地址：深圳市福田区联系人：徐老师联系电话：,3100000000.00
https://www.szggzy.com/jygg/details.html?contentId=1852327,2023年社工培训项目采购公告,名称：深圳市民政局地址：深圳市笋岗东路,200000000000
https://www.szggzy.com/jygg/details.html?contentId=1852029,深圳市深汕特别合作区组织人事局智能网联汽车专题培训班项目询价公告,名称：深圳市民政局地址：深圳市笋岗东路,550
https://www.szggzy.com/jygg/details.html?contentId=2088894,虚拟园区活动（9场企业培训需求）服务项目采购公告,名称：深圳市福田区投资推广和企业服务中心地址：福田区华富街道福科一路国际创新中心F座,400000.00
https://www.szggzy.com/jygg/details.html?contentId=2087944,2023年福田区幼儿园课程建设培训项目采购公告,名称：深圳市福田区教师发展中心地址：深圳市福田区联系人：徐老师联系电话：,3100000000.00
https://www.szggzy.com/jygg/details.html?contentId=1852327,2023年社工培训项目采购公告,名称：深圳市民政局地址：深圳市笋岗东路,200000000000
https://www.szggzy.com/jygg/details.html?contentId=2088894,虚拟园区活动（9场企业培训需求）服务项目采购公告,名称：深圳市福田区投资推广和企业服务中心地址：福田区华富街道福科一路国际创新中心F座,400000.00
https://www.szggzy.com/jygg/details.html?contentId=1850308,2023年深圳市中小学教师心理健康教育C证培训服务项目招标公告,名称：深圳市教育科学研究院地址：罗湖区泥岗西路,100000000000
https://www.szggzy.com/jygg/details.html?contentId=2115500,“鼓舞飞扬，鼓舞人心”——青少年非洲鼓培训项目,名称：深圳市教育科学研究院地址：罗湖区泥岗西路,51000
https://www.szggzy.com/jygg/details.html?contentId=2095786,购买马田街道校外培训机构和托管机构巡查服务采购公告（实施购买前）,名称：深圳市教育科学研究院地址：罗湖区泥岗西路,161920.00
https://www.szggzy.com/jygg/details.html?contentId=2117174,集团中层干部及后备人才培训项目（采购实施前）,名称：深圳市教育科学研究院地址：罗湖区泥岗西路,571200
https://www.szggzy.com/jygg/details.html?contentId=2088820,2023年福田区中小学体育教师体能教学素养提升培训项目采购公告,名称：深圳市福田区教师发展中心地址：深圳市福田彩田路,240000
https://www.szggzy.com/jygg/details.html?contentId=1847698,深圳市司法局申请律师执业人员集中培训项目采购公告(重新采购第1次),名称：深圳市司法局地址：深圳市福田区景田北路,3
https://www.szggzy.com/jygg/details.html?contentId=2088402,莲塘街道小散工程隐患排查及安全生产宣传培训服务采购公告,名称：深圳市司法局地址：深圳市福田区景田北路,95000.00
https://www.szggzy.com/jygg/details.html?contentId=2087093,2023年福田区教师培训导师学习指导力提升培训项目采购公告,名称：深圳市福田区教师发展中心地址：深圳市福田区联系人：杨老师联系方式：,5150000000.00
https://www.szggzy.com/jygg/details.html?contentId=2096727,光明区公明街道上村社区玩转乐高-儿童乐高益智培训课程采购公告,名称：深圳市福田区教师发展中心地址：深圳市福田区联系人：杨老师联系方式：,0
https://www.szggzy.com/jygg/details.html?contentId=2123790,2023年企业负责人劳动法律法规培训,名称：深圳市福田区教师发展中心地址：深圳市福田区联系人：杨老师联系方式：,56520
https://www.szggzy.com/jygg/details.html?contentId=2091472,“企聚罗湖”招商引资专题培训服务项目采购公告,名称：深圳市福田区教师发展中心地址：深圳市福田区联系人：杨老师联系方式：,500000.00
https://www.szggzy.com/jygg/details.html?contentId=2095885,光明区公明街道西田社区“舞动健康·舞动快乐”社区舞蹈培训活动项目采购公告,名称：深圳市光明区公明街道办事处地址：深圳市光明区公明街道金辉路,79112.00
https://www.szggzy.com/jygg/details.html?contentId=2090500,光明区公明街道西田社区青少年象棋培训活动项目采购公告,名称：深圳市光明区公明街道办事处地址：深圳市光明区公明街道金辉路,39281.00
https://www.szggzy.com/jygg/details.html?contentId=2091079,光明区公明街道西田社区花样年华--花艺培训项目采购公告,名称：深圳市光明区公明街道办事处地址：深圳市光明区公明街道金辉路,65938.00
https://www.szggzy.com/jygg/details.html?contentId=2089802,公明街道公共服务办购买2023年美容职业技能培训活动采购公告,名称：深圳市光明区公明街道办事处地址：深圳市光明区公明街道金辉路,60
https://www.szggzy.com/jygg/details.html?contentId=1837928,深圳市司法局申请律师执业人员集中培训项目采购公告,名称：深圳市司法局地址：深圳市福田区景田北路,3
https://www.szggzy.com/jygg/details.html?contentId=1837606,深汕特别合作区应急志愿服务队“应急第一响应人”培训服务项目询价公告,名称：深圳市司法局地址：深圳市福田区景田北路,1
https://www.szggzy.com/jygg/details.html?contentId=2115852,红星社区2023年民生微实事“中国梦·我的梦—社区青少年演讲口才培训”项目,未识别,49918
https://www.szggzy.com/jygg/details.html?contentId=1835275,福田公安分局2023年辅警培训项目竞争性谈判邀请公告,名称：深圳市公安局福田分局地址：深圳市福田区福民路,300065000000
https://www.szggzy.com/jygg/details.html?contentId=2128387,田寮社区2023年民生微实事“健体 启智 知礼—社区跆拳道培训”项目,名称：深圳市公安局福田分局地址：深圳市福田区福民路,1
https://www.szggzy.com/jygg/details.html?contentId=2089529,深圳市福田区益田小学乒乓球培训服务项目招标公告采购公告,名称：深圳市福田区益田小学地址：,199800.00
https://www.szggzy.com/jygg/details.html?contentId=1834279,核酸检测实训中心培训教材和教学资源库开发项目招标公告,名称：深圳技师学院地址：广东省深圳市龙岗区五联社区将军帽路,100000000000
https://www.szggzy.com/jygg/details.html?contentId=2095371,罗湖区退役军人事务局春季退役军人全员适应性培训采购公告,名称：深圳技师学院地址：广东省深圳市龙岗区五联社区将军帽路,180000.00
https://www.szggzy.com/jygg/details.html?contentId=2094319,综合治理办开展马田街道2023平安建设业务知识培训采购公告,名称：深圳技师学院地址：广东省深圳市龙岗区五联社区将军帽路,184200
https://www.szggzy.com/jygg/details.html?contentId=2094094,公明街道党政综合办公室（后勤）开展公明街道职工素质提升系列培训活动采购公告,名称：深圳技师学院地址：广东省深圳市龙岗区五联社区将军帽路,150000.00
https://www.szggzy.com/jygg/details.html?contentId=2095974,福田区中小学教师作业设计培训项目招标公告,名称：深圳市福田区教师发展中心地址：深圳市福田区联系人：徐老师联系电话：,5370000000
https://www.szggzy.com/jygg/details.html?contentId=1832015,辅警初任培训服务单一来源谈判邀请公告,名称：深圳市公安局轨道交通分局地址：深圳市梅林路,300068000000
https://www.szggzy.com/jygg/details.html?contentId=2091698,2023年罗湖区“三项工程”职业技能提升公益线上技能培训采购公告,未识别,60000.00
https://www.szggzy.com/jygg/details.html?contentId=2093951,2023年罗湖区“三项工程”职业技能提升互联网营销师培训采购公告,未识别,440000.00
https://www.szggzy.com/jygg/details.html?contentId=1831237,免费公众急救课程（培训）采购公告,名称：深圳市急救中心地址：深圳市福田区泥岗西路梅岗南街,27000000000.00
https://www.szggzy.com/jygg/details.html?contentId=2118989,光明区总工会2023年度培训采购公告,名称：深圳市急救中心地址：深圳市福田区泥岗西路梅岗南街,400000
https://www.szggzy.com/jygg/details.html?contentId=1830020,深汕特别合作区森林消防队伍业务技能培训服务项目询价公告,名称：深圳市急救中心地址：深圳市福田区泥岗西路梅岗南街,1
https://www.szggzy.com/jygg/details.html?contentId=1829635,深汕特别合作区应急志愿服务队“应急第一响应人”培训服务项目询价公告,名称：深圳市急救中心地址：深圳市福田区泥岗西路梅岗南街,1
https://www.szggzy.com/jygg/details.html?contentId=2119260,关于开展2023年应急管理系统培训的公告,名称：深圳市急救中心地址：深圳市福田区泥岗西路梅岗南街,193750
https://www.szggzy.com/jygg/details.html?contentId=2127887,2023年大鹏新区社区党组织书记基层治理专题培训班实施购买服务前公告,名称：深圳市急救中心地址：深圳市福田区泥岗西路梅岗南街,249000.0
https://www.szggzy.com/jygg/details.html?contentId=2090303,光明小学学生游泳培训课程服务采购公告,名称：深圳市光明区光明小学地址：深圳市光明区光明街道碧园路,320000.00
https://www.szggzy.com/jygg/details.html?contentId=2094660,罗湖区退役军人事务局退役军人全员适应性培训项目采购公告,名称：深圳市光明区光明小学地址：深圳市光明区光明街道碧园路,270000.00
https://www.szggzy.com/jygg/details.html?contentId=2118989,光明区总工会2023年度培训采购公告,未识别,400000
https://www.szggzy.com/jygg/details.html?contentId=1830020,深汕特别合作区森林消防队伍业务技能培训服务项目询价公告,未识别,1
https://www.szggzy.com/jygg/details.html?contentId=1829635,深汕特别合作区应急志愿服务队“应急第一响应人”培训服务项目询价公告,未识别,1
https://www.szggzy.com/jygg/details.html?contentId=2126539,关于政府购买光明街道2023年规下工业统计工作培训服务的公告(实施购买前),未识别,17000.0
https://www.szggzy.com/jygg/details.html?contentId=2119260,关于开展2023年应急管理系统培训的公告,未识别,193750
https://www.szggzy.com/jygg/details.html?contentId=2127887,2023年大鹏新区社区党组织书记基层治理专题培训班实施购买服务前公告,未识别,249000.0
https://www.szggzy.com/jygg/details.html?contentId=2090303,光明小学学生游泳培训课程服务采购公告,名称：深圳市光明区光明小学地址：深圳市光明区光明街道碧园路,320000.00
https://www.szggzy.com/jygg/details.html?contentId=2094660,罗湖区退役军人事务局退役军人全员适应性培训项目采购公告,名称：深圳市光明区光明小学地址：深圳市光明区光明街道碧园路,270000.00
https://www.szggzy.com/jygg/details.html?contentId=2087202,光明区“应急第一响应人”培训服务采购公告,名称：深圳市光明区光明小学地址：深圳市光明区光明街道碧园路,960000.00
https://www.szggzy.com/jygg/details.html?contentId=2093247,2023年春季外出培训活动采购公告,名称：深圳市光明区光明小学地址：深圳市光明区光明街道碧园路,45705.00
https://www.szggzy.com/jygg/details.html?contentId=1824966,警航专业人员培训（特警支队）采购公告,名称：深圳市公安局特警支队警务航空大队地址：深圳市罗湖区解放路,2400000.00
https://www.szggzy.com/jygg/details.html?contentId=2129907,关于政府购买田寮小学2023年春季班主任外出培训服务的公告(实施购买前),名称：深圳市公安局特警支队警务航空大队地址：深圳市罗湖区解放路,45705.00
https://www.szggzy.com/jygg/details.html?contentId=2126209,关于政府购买“足”够精彩，“足”梦前行，青少年足球培训服务的公告  (实施购买前),名称：深圳市公安局特警支队警务航空大队地址：深圳市罗湖区解放路,36317
https://www.szggzy.com/jygg/details.html?contentId=1822735,2023年第八批辅警初任培训服务采购项目采购公告,名称：深圳市公安局罗湖分局地址：深圳市罗沙公路,4140000.00
https://www.szggzy.com/jygg/details.html?contentId=2087986,“艺堂课”2023年光明区文化馆总分馆公益培训活动采购公告,名称：深圳市公安局罗湖分局地址：深圳市罗沙公路,1
https://www.szggzy.com/jygg/details.html?contentId=1821972,深圳市龙华区人力资源局龙华区高技能人才培训中心——现代服务实训中心运营培训服务(重新采购第1次)采购公告(重新采购第1次),名称：深圳市龙华区人力资源局地址：深圳市龙华区龙华街道清龙路,3
https://www.szggzy.com/jygg/details.html?contentId=2128654,光明区2023年“送培训进企业”公益职业技能培训服务,名称：深圳市龙华区人力资源局地址：深圳市龙华区龙华街道清龙路,350000
https://www.szggzy.com/jygg/details.html?contentId=1821554,深圳市深汕特别合作区关于2023年少先队干部培训项目询价公告,名称：深圳市龙华区人力资源局地址：深圳市龙华区龙华街道清龙路,5500000
https://www.szggzy.com/jygg/details.html?contentId=2116883,弘扬太极拳，展现我风采-凤凰社区太极拳培训活动,名称：深圳市龙华区人力资源局地址：深圳市龙华区龙华街道清龙路,44902
https://www.szggzy.com/jygg/details.html?contentId=2092544,光明区公明街道公共服务办2023年医疗护理职业技能培训活动采购公告,名称：深圳市光明区公明街道办事处地址：深圳市光明区公明街道金辉路,29560.00
https://www.szggzy.com/jygg/details.html?contentId=2112569,妙语连珠--少儿口才拓展培训项目,未识别,49000.00
https://www.szggzy.com/jygg/details.html?contentId=2113300,“筑梦精英·快乐成长”—青少年篮球培训,未识别,49000.00
https://www.szggzy.com/jygg/details.html?contentId=2127350,跟上时代的节奏，演绎未来的韵律—东坑社区青少年拉丁舞培训活动,未识别,48000.00
https://www.szggzy.com/jygg/details.html?contentId=2116788,强身健体练太极，中华文化世代传-东坑社区中老年人太极培训活动,未识别,47000.00
https://www.szggzy.com/jygg/details.html?contentId=2091586,光明区校外培训机构综合督导服务项目采购公告,名称：深圳市光明区教育局地址：深圳市光明街道牛山路,750000.00
https://www.szggzy.com/jygg/details.html?contentId=2093251,深圳市光明区外国语学校学生游泳培训课程服务公开招标项目采购公告,名称：深圳市光明区外国语学校地址：深圳市光明区凤凰街道凤凰社区丰成路,400000.00
https://www.szggzy.com/jygg/details.html?contentId=2127585,“能说会道”甲子塘社区小主持人公益培训项目,名称：深圳市光明区外国语学校地址：深圳市光明区凤凰街道凤凰社区丰成路,49000
https://www.szggzy.com/jygg/details.html?contentId=2127748,快乐成长，动力网球——甲子塘社区网球培训项目,名称：深圳市光明区外国语学校地址：深圳市光明区凤凰街道凤凰社区丰成路,49000
https://www.szggzy.com/jygg/details.html?contentId=2111186,“传承千载 弘扬太极”—甲子塘社区太极剑培训活动,名称：深圳市光明区外国语学校地址：深圳市光明区凤凰街道凤凰社区丰成路,49000
https://www.szggzy.com/jygg/details.html?contentId=2112661,“舞动青春 活力无限”-甲子塘社区“美之舞”舞蹈培训活动,名称：深圳市光明区外国语学校地址：深圳市光明区凤凰街道凤凰社区丰成路,49000
https://www.szggzy.com/jygg/details.html?contentId=2116788,强身健体练太极，中华文化世代传-东坑社区中老年人太极培训活动,未识别,47000.00
https://www.szggzy.com/jygg/details.html?contentId=2091586,光明区校外培训机构综合督导服务项目采购公告,名称：深圳市光明区教育局地址：深圳市光明街道牛山路,750000.00
https://www.szggzy.com/jygg/details.html?contentId=2093251,深圳市光明区外国语学校学生游泳培训课程服务公开招标项目采购公告,名称：深圳市光明区外国语学校地址：深圳市光明区凤凰街道凤凰社区丰成路,400000.00
https://www.szggzy.com/jygg/details.html?contentId=2127585,“能说会道”甲子塘社区小主持人公益培训项目,名称：深圳市光明区外国语学校地址：深圳市光明区凤凰街道凤凰社区丰成路,49000
https://www.szggzy.com/jygg/details.html?contentId=2127748,快乐成长，动力网球——甲子塘社区网球培训项目,名称：深圳市光明区外国语学校地址：深圳市光明区凤凰街道凤凰社区丰成路,49000
https://www.szggzy.com/jygg/details.html?contentId=2111186,“传承千载 弘扬太极”—甲子塘社区太极剑培训活动,名称：深圳市光明区外国语学校地址：深圳市光明区凤凰街道凤凰社区丰成路,49000
https://www.szggzy.com/jygg/details.html?contentId=2112661,“舞动青春 活力无限”-甲子塘社区“美之舞”舞蹈培训活动,名称：深圳市光明区外国语学校地址：深圳市光明区凤凰街道凤凰社区丰成路,49000
https://www.szggzy.com/jygg/details.html?contentId=2089751,2023年福田区中小学教师心理健康教育高级（A证）培训服务项目招标公告,名称：深圳市福田区教师发展中心地址：深圳市福田区联系人：徐老师联系电话：,2560000000.00
https://www.szggzy.com/jygg/details.html?contentId=1815825,深圳对口帮扶汕头乡村振兴“千人培训计划”项目采购公告,名称：深圳对口帮扶汕头指挥部地址：广东省汕头市金平区跃进路,4
https://www.szggzy.com/jygg/details.html?contentId=2113030,关于购买光明区校外培训机构综合督导服务项目的公告（实施购买前）,名称：深圳对口帮扶汕头指挥部地址：广东省汕头市金平区跃进路,750000
https://www.szggzy.com/jygg/details.html?contentId=2113030,关于购买光明区校外培训机构综合督导服务项目的公告（实施购买前）,未识别,750000
https://www.szggzy.com/jygg/details.html?contentId=2090598,2023年度福田区中小幼总务主任业务提升培训项目采购公告,名称：深圳市福田区教师发展中心地址：深圳市福田彩田路,298000.0
https://www.szggzy.com/jygg/details.html?contentId=1814953,深圳市龙华区人力资源局龙华区高技能人才培训中心——人工智能实训中心运营培训服务（重新采购第一次）采购公告,名称：深圳市龙华区人力资源局地址：深圳市龙华区龙华街道清龙路,3
https://www.szggzy.com/jygg/details.html?contentId=1814262,深圳市龙华区人力资源局龙华区高技能人才培训中心——现代服务实训中心运营培训服务采购公告,名称：深圳市龙华区人力资源局地址：深圳市龙华区龙华街道清龙路,3
https://www.szggzy.com/jygg/details.html?contentId=2119745,“翰墨飘香伴成长”塘家社区青少年书法培训,名称：深圳市龙华区人力资源局地址：深圳市龙华区龙华街道清龙路,40900
https://www.szggzy.com/jygg/details.html?contentId=2133949,“急救进万家”社区急救队伍培训,名称：深圳市龙华区人力资源局地址：深圳市龙华区龙华街道清龙路,49800
https://www.szggzy.com/jygg/details.html?contentId=1812511,深圳市龙华区应急管理局安全生产宣传教育培训采购公告,名称：深圳市龙华区应急管理局地址：深圳市龙华区龙华街道富康行政服务办公区A座,3
https://www.szggzy.com/jygg/details.html?contentId=2091623,黄贝街道2023年应急联动培训服务项目采购公告,名称：深圳市龙华区应急管理局地址：深圳市龙华区龙华街道富康行政服务办公区A座,289000.00
https://www.szggzy.com/jygg/details.html?contentId=1811925,龙华区2023年公益艺术培训项目招标公告,名称：深圳市龙华区文化广电旅游体育局地址：深圳市龙华区龙华街道富康行政服务办公区项目联系人田工联系方式,1700000.00
https://www.szggzy.com/jygg/details.html?contentId=1811684,建筑从业人员安全教育培训（2023年度）采购公告(重新采购第1次),名称：深圳市住房和建设局地址：深圳市福田区振华路,3
https://www.szggzy.com/jygg/details.html?contentId=2090531,福田区校外教育培训监管平台及服务项目招标公告,：名称：深圳市福田区教育局地址：深圳市福田区新洲九街福田区教育局联系方式：何老师,9000000000
https://www.szggzy.com/jygg/details.html?contentId=1809551,2023年教师培训室改造项目招标公告,名称：深圳艺术学校地址：深圳市南山区南山大道,633928
https://www.szggzy.com/jygg/details.html?contentId=2113570,关于政府购买2023年光明街道“广东技工”工程就业技能培训项目服务的公告(实施购买前),名称：深圳艺术学校地址：深圳市南山区南山大道,175154
https://www.szggzy.com/jygg/details.html?contentId=2116220,关于开展2023年用电安全和机械伤害实操培训的公告（实施购买前）,名称：深圳艺术学校地址：深圳市南山区南山大道,38500
https://www.szggzy.com/jygg/details.html?contentId=2128543,2022-2023学年第二学期学生硬笔书法培训项目,名称：深圳艺术学校地址：深圳市南山区南山大道,60000
https://www.szggzy.com/jygg/details.html?contentId=2120510,2022-2023学年第二学期学生围棋培训项目,名称：深圳艺术学校地址：深圳市南山区南山大道,70000
https://www.szggzy.com/jygg/details.html?contentId=2130020,关于2023年大鹏新区国有企业和股份合作 公司管理人员培训服务信息公开,名称：深圳艺术学校地址：深圳市南山区南山大道,350000
https://www.szggzy.com/jygg/details.html?contentId=1807055,深圳对口帮扶汕头乡村振兴“千人培训计划”项目采购公告,名称：深圳对口帮扶汕头指挥部地址：广东省汕头市金平区跃进路,3
https://www.szggzy.com/jygg/details.html?contentId=2111911,关于政府购买“中国梦·我的梦” —社区青少年演讲口才培训项目项目服务的公告,名称：深圳对口帮扶汕头指挥部地址：广东省汕头市金平区跃进路,39578
https://www.szggzy.com/jygg/details.html?contentId=2111868,关于政府购买“以手为媒 静品花语”花艺培训项目服务的公告,名称：深圳对口帮扶汕头指挥部地址：广东省汕头市金平区跃进路,44836
https://www.szggzy.com/jygg/details.html?contentId=2116220,关于开展2023年用电安全和机械伤害实操培训的公告（实施购买前）,未识别,38500
https://www.szggzy.com/jygg/details.html?contentId=2128543,2022-2023学年第二学期学生硬笔书法培训项目,未识别,60000
https://www.szggzy.com/jygg/details.html?contentId=2120510,2022-2023学年第二学期学生围棋培训项目,未识别,70000
https://www.szggzy.com/jygg/details.html?contentId=2130020,关于2023年大鹏新区国有企业和股份合作 公司管理人员培训服务信息公开,未识别,350000
https://www.szggzy.com/jygg/details.html?contentId=1807055,深圳对口帮扶汕头乡村振兴“千人培训计划”项目采购公告,名称：深圳对口帮扶汕头指挥部地址：广东省汕头市金平区跃进路,3
https://www.szggzy.com/jygg/details.html?contentId=2111911,关于政府购买“中国梦·我的梦” —社区青少年演讲口才培训项目项目服务的公告,名称：深圳对口帮扶汕头指挥部地址：广东省汕头市金平区跃进路,39578
https://www.szggzy.com/jygg/details.html?contentId=2111868,关于政府购买“以手为媒 静品花语”花艺培训项目服务的公告,名称：深圳对口帮扶汕头指挥部地址：广东省汕头市金平区跃进路,44836
https://www.szggzy.com/jygg/details.html?contentId=2132258,关于政府购买“这就是街舞”---青少年街舞培训班项目服务的公告(实施购买前),名称：深圳对口帮扶汕头指挥部地址：广东省汕头市金平区跃进路,38610
https://www.szggzy.com/jygg/details.html?contentId=2125083,关于政府购买飞“岩”走壁，精彩无限-青少年儿童攀岩培训活动项目服务的公告,名称：深圳对口帮扶汕头指挥部地址：广东省汕头市金平区跃进路,59741
https://www.szggzy.com/jygg/details.html?contentId=2131546,关于政府购买增强防溺能力，绽放生命光芒-迳口社区游泳培训项目服务的公告(实施购买前),名称：深圳对口帮扶汕头指挥部地址：广东省汕头市金平区跃进路,59917
https://www.szggzy.com/jygg/details.html?contentId=1804233,第二届深汕教育论坛及强师工程（二期）培训项目询价公告,未识别,1
https://www.szggzy.com/jygg/details.html?contentId=2135777,关于政府购买白花社区“笔墨丹青 书写人生--书法培训项目”项目服务的公告(实施购买前),未识别,48815
https://www.szggzy.com/jygg/details.html?contentId=1803345,深圳市龙华区应急管理局龙华区“第一响应人”培训考核项目采购公告,名称：深圳市龙华区应急管理局地址：深圳市龙华区富康行政服务办公区联系方式：宫工,3
https://www.szggzy.com/jygg/details.html?contentId=2088066,深圳市福田区实验教育集团翰林学校项目式学习专项培训项目招标公告,名称：深圳市福田区实验教育集团翰林学校地址：深圳市福田区梅东三路,200000.00
https://www.szggzy.com/jygg/details.html?contentId=2096495,深圳市福田区实验教育集团侨香学校项目式教师专项学习培训项目招标公告,名称：深圳市福田区实验教育集团侨香学校地址：深圳市福田区安托山九路,220000.00
https://www.szggzy.com/jygg/details.html?contentId=2128301,2023年开展凤凰街道“技能光明行动”培训活动,名称：深圳市福田区实验教育集团侨香学校地址：深圳市福田区安托山九路,80000
https://www.szggzy.com/jygg/details.html?contentId=1801899,建筑从业人员安全教育培训（2023年度）采购公告,名称：深圳市住房和建设局地址：深圳市福田区振华路,3
https://www.szggzy.com/jygg/details.html?contentId=2115053,南方科技大学附属光明凤凰学校学生足球培训项目,名称：深圳市住房和建设局地址：深圳市福田区振华路,159500
https://www.szggzy.com/jygg/details.html?contentId=2093913,福田区2023年入职教师岗前通识远程培训服务项目采购招标公告,名称：深圳市福田区教师发展中心地址：深圳市福田区联系人：徐老师联系方式：,3200000000.00
https://www.szggzy.com/jygg/details.html?contentId=2121407,2023年凤凰街道“南粤家政”培训活动,名称：深圳市福田区教师发展中心地址：深圳市福田区联系人：徐老师联系方式：,70000
https://www.szggzy.com/jygg/details.html?contentId=2121041,2023年凤凰街道“粤菜师傅”职业技能培训活动,未识别,80000
https://www.szggzy.com/jygg/details.html?contentId=2136190,2023年开展凤凰街道“技能光明行动”培训活动,未识别,80000
https://www.szggzy.com/jygg/details.html?contentId=1801079,深汕特别合作区2023年“应急第一响应人”培训考核项目询价公告,未识别,1000
https://www.szggzy.com/jygg/details.html?contentId=2131539,2022-2023学年第二学期学生网球社团培训项目,未识别,7
https://www.szggzy.com/jygg/details.html?contentId=2126424,关于2023年度大鹏新区“文化超市”公益培训进社区项目信息公开,未识别,480000
https://www.szggzy.com/jygg/details.html?contentId=2116376,光明区公明街道公共服务办2023年公明街道母婴、养老护理技能培训活动服务,未识别,95320.00
https://www.szggzy.com/jygg/details.html?contentId=2112820,公明一小2022-2023学年三年级游泳培训服务,未识别,120000
https://www.szggzy.com/jygg/details.html?contentId=2125144,关于采购2023年大鹏新区应急管理系统相关培训项目信息公开,未识别,1
https://www.szggzy.com/jygg/details.html?contentId=2112068,关于采购2023年大鹏新区应急管理系统相关培训项目信息公开,未识别,1
https://www.szggzy.com/jygg/details.html?contentId=1796174,深圳市龙华区人力资源局龙华区高技能人才培训中心——人工智能实训中心运营培训服务采购公告,名称：深圳市龙华区人力资源局地址：深圳市龙华区龙华街道清龙路,3
https://www.szggzy.com/jygg/details.html?contentId=2126424,关于2023年度大鹏新区“文化超市”公益培训进社区项目信息公开,未识别,480000
https://www.szggzy.com/jygg/details.html?contentId=2116376,光明区公明街道公共服务办2023年公明街道母婴、养老护理技能培训活动服务,未识别,95320.00
https://www.szggzy.com/jygg/details.html?contentId=2112820,公明一小2022-2023学年三年级游泳培训服务,未识别,120000
https://www.szggzy.com/jygg/details.html?contentId=2125144,关于采购2023年大鹏新区应急管理系统相关培训项目信息公开,未识别,1
https://www.szggzy.com/jygg/details.html?contentId=2112068,关于采购2023年大鹏新区应急管理系统相关培训项目信息公开,未识别,1
https://www.szggzy.com/jygg/details.html?contentId=1796174,深圳市龙华区人力资源局龙华区高技能人才培训中心——人工智能实训中心运营培训服务采购公告,名称：深圳市龙华区人力资源局地址：深圳市龙华区龙华街道清龙路,3
https://www.szggzy.com/jygg/details.html?contentId=2116609,关于购买2023年大鹏新区工贸企业三级责任人安全生产培训项目信息发布,名称：深圳市龙华区人力资源局地址：深圳市龙华区龙华街道清龙路,3
https://www.szggzy.com/jygg/details.html?contentId=2113956,关于采购2023年大鹏新区“应急第一响应人”培训考核项目的信息发布,名称：深圳市龙华区人力资源局地址：深圳市龙华区龙华街道清龙路,320000
https://www.szggzy.com/jygg/details.html?contentId=2122368,关于政府购买2023年光明街道“南粤家政”工程技能培训服务项目的公告(实施购买前),名称：深圳市龙华区人力资源局地址：深圳市龙华区龙华街道清龙路,150000
https://www.szggzy.com/jygg/details.html?contentId=1794153,2023年深圳市深汕特别合作区团干部培训项目询价公告（服务类）,名称：深圳市龙华区人力资源局地址：深圳市龙华区龙华街道清龙路,4000000
https://www.szggzy.com/jygg/details.html?contentId=2111921,南方科技大学附属光明凤凰学校2023年学生国际象棋社团培训项目,未识别,6
https://www.szggzy.com/jygg/details.html?contentId=2124189,南方科技大学附属光明凤凰学校2023年学生形体社团培训项目,未识别,6
https://www.szggzy.com/jygg/details.html?contentId=1783546,2023年深圳市干部专业化培训项目采购公告,名称：中共深圳市委组织部地址：深南中路市委大院前楼五楼联系方式：,3
https://www.szggzy.com/jygg/details.html?contentId=1781672,2023年深圳市干部专业化培训项目意见征集公告,名称：中共深圳市委组织部地址：深南中路市委大院前楼五楼联系方式：,6
https://www.szggzy.com/jygg/details.html?contentId=2114332,开展工贸企业复工复产安全教育培训项目,名称：中共深圳市委组织部地址：深南中路市委大院前楼五楼联系方式：,100000
https://www.szggzy.com/jygg/details.html?contentId=1781974,福田区教育局校外培训机构日常管理和巡查采购公告(重新采购第1次),名称：深圳市福田区教育局地址：深圳市福田区新洲九街,3
